Time,Velocity,Acceleration,Apogee,Predicted DP
3.175000000000000044e-01,4.386425473774318817e+01,1.450747121543757032e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000067e-01,4.422704337404204011e+01,1.451542091418561142e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.225000000000000089e-01,4.459003166404804830e+01,1.452344170277271473e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.250000000000000111e-01,4.495322049317748991e+01,1.453146222540189569e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.275000000000000133e-01,4.531660985409544651e+01,1.453948247581400040e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000155e-01,4.568019974127017946e+01,1.454750244734721036e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.325000000000000178e-01,4.604398595575363373e+01,1.455518681332726771e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.350000000000000200e-01,4.640796429722434624e+01,1.456287077576716058e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.375000000000000222e-01,4.677213475556552424e+01,1.457055432830769917e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000244e-01,4.713649732050122054e+01,1.457823746456292042e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.425000000000000266e-01,4.750104749754541444e+01,1.458556143699654797e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.450000000000000289e-01,4.786578079005274589e+01,1.459288485996351312e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.475000000000000311e-01,4.823069718425784203e+01,1.460020772716277975e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.499999999999999778e-01,4.859579666623725558e+01,1.460753003222899622e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.524999999999999800e-01,4.896108562561271782e+01,1.461536406958886971e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.549999999999999822e-01,4.932657045432308962e+01,1.462319771262451127e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.574999999999999845e-01,4.969225114247966246e+01,1.463103095464657315e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.599999999999999867e-01,5.005812768002648738e+01,1.463886378895678888e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.624999999999999889e-01,5.042419367888218318e+01,1.464618595593812245e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.649999999999999911e-01,5.079044274793262304e+01,1.465350752924703954e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.674999999999999933e-01,5.115687487230494668e+01,1.466082850230392296e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.699999999999999956e-01,5.152349003696132002e+01,1.466814886847748198e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.724999999999999978e-01,5.189028969731049301e+01,1.467558627633750348e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.750000000000000000e-01,5.225727530932554998e+01,1.468302310800640953e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.775000000000000022e-01,5.262444685856937099e+01,1.469045935670477547e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000044e-01,5.299180433043485294e+01,1.469789501561142515e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.825000000000000067e-01,5.335934166426771696e+01,1.470484638499671917e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.850000000000000089e-01,5.372705279652560506e+01,1.471179698723334468e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.875000000000000111e-01,5.409493770799646484e+01,1.471874681560663021e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000133e-01,5.446299637930010817e+01,1.472569586335668816e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.925000000000000155e-01,5.483123755369174290e+01,1.473334518209207715e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.950000000000000178e-01,5.519966997832305822e+01,1.474099395153188823e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.975000000000000200e-01,5.556829363942644306e+01,1.474864216450270646e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000222e-01,5.593710852305389380e+01,1.475628981373209854e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.025000000000000244e-01,5.630611665372740049e+01,1.476409999241478772e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.050000000000000266e-01,5.667532005678239670e+01,1.477190965274374719e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.075000000000000289e-01,5.704471871922233106e+01,1.477971878722558472e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.099999999999999756e-01,5.741431262786270651e+01,1.478752738831917668e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.124999999999999778e-01,5.778410428024798051e+01,1.479553633196362910e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.149999999999999800e-01,5.815409617494865557e+01,1.480354480028691739e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.174999999999999822e-01,5.852428830004152616e+01,1.481155278548299918e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.199999999999999845e-01,5.889468064340822195e+01,1.481956027972018433e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.224999999999999867e-01,5.926526827309224643e+01,1.482717368593272909e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.249999999999999889e-01,5.963604625475641541e+01,1.483478645380540684e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.274999999999999911e-01,6.000701457240080572e+01,1.484239857550931276e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.299999999999999933e-01,6.037817320982918545e+01,1.485001004316715409e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.324999999999999956e-01,6.074952233008369262e+01,1.485763520496003878e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.349999999999999978e-01,6.112106209615225794e+01,1.486525970550328282e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.375000000000000000e-01,6.149279249145997994e+01,1.487288353674637165e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000022e-01,6.186471349923017726e+01,1.488050669056815423e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.425000000000000044e-01,6.223682433999255892e+01,1.488806815734475606e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.450000000000000067e-01,6.260912423378579916e+01,1.489562891306028405e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.475000000000000089e-01,6.298161316278756061e+01,1.490318894944167596e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000111e-01,6.335429110896856031e+01,1.491074825820540468e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.525000000000000133e-01,6.372716288156434672e+01,1.491869304715330884e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.550000000000000155e-01,6.410023329186753926e+01,1.492663722833541442e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.575000000000000178e-01,6.447350232463513464e+01,1.493458079303703698e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000200e-01,6.484696996440611372e+01,1.494252373251875667e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.625000000000000222e-01,6.522063265206580240e+01,1.495018255088192234e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.650000000000000244e-01,6.559448682672814357e+01,1.495784063283846024e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.675000000000000266e-01,6.596853246993177322e+01,1.496549796954388114e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.699999999999999734e-01,6.634276956299383698e+01,1.497315455208997150e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.724999999999999756e-01,6.671720110601494014e+01,1.498105190361402492e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.749999999999999778e-01,6.709183010031225081e+01,1.498894856990039557e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.774999999999999800e-01,6.746665652870068186e+01,1.499684454170423464e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.799999999999999822e-01,6.784168037376367977e+01,1.500473980974426524e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.824999999999999845e-01,6.821689851406294736e+01,1.501238605095877858e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.849999999999999867e-01,6.859230782657611769e+01,1.502003148822521439e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.874999999999999889e-01,6.896790829114794974e+01,1.502767611214199803e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.899999999999999911e-01,6.934369988738725965e+01,1.503531991322157353e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.924999999999999933e-01,6.971968805660002033e+01,1.504339985685244301e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.949999999999999956e-01,7.009587824240607290e+01,1.505147911250211337e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.974999999999999978e-01,7.047227042754536797e+01,1.505955767021240774e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e-01,7.084886459450851248e+01,1.506763551998728872e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.024999999999999467e-01,7.122565979777418477e+01,1.507563842819159277e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.049999999999998934e-01,7.160265509121614969e+01,1.508364058697922871e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.074999999999998401e-01,7.197985045603564913e+01,1.509164198612666326e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000089e-01,7.235724587317753276e+01,1.509964261533592662e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.124999999999999556e-01,7.273484012774453333e+01,1.510754681393542853e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.149999999999999023e-01,7.311263200410436980e+01,1.511545019311285785e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.174999999999998490e-01,7.349062148170466457e+01,1.512335274233577991e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000178e-01,7.386880853972901662e+01,1.513125445099950923e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.224999999999999645e-01,7.424718799366118560e+01,1.513874221623257483e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.249999999999999112e-01,7.462575465643507755e+01,1.514622898174251873e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.274999999999998579e-01,7.500450850298787486e+01,1.515371473686540469e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000266e-01,7.538344950798945376e+01,1.516119947086079662e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.324999999999999734e-01,7.576257858107796039e+01,1.516875799570901506e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.349999999999999201e-01,7.614189663210510162e+01,1.517631550697752232e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.374999999999998668e-01,7.652140363565786174e+01,1.518387199360111595e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000355e-01,7.690109956604582919e+01,1.519142744443575452e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.424999999999999822e-01,7.728098731481367167e+01,1.519921526003161034e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.449999999999999289e-01,7.766106977461076610e+01,1.520700210097896843e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.474999999999998757e-01,7.804134692099337656e+01,1.521478795572789977e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,7.842181872922805042e+01,1.522257281262682795e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.524999999999999911e-01,7.880248772911629374e+01,1.523056105545378500e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.549999999999999378e-01,7.918335645139066514e+01,1.523854835084543993e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.574999999999998845e-01,7.956442487228341065e+01,1.524653468674565886e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000533e-01,7.994569296772442613e+01,1.525452005100103463e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.625000000000000000e-01,8.032715560740400917e+01,1.526209593987308040e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.649999999999999467e-01,8.070880765845899418e+01,1.526967069686803598e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.674999999999998934e-01,8.109064909250732001e+01,1.527724430976106191e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.699999999999999512e-01,8.147267988086026946e+01,1.528481676622511429e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.724999999999998979e-01,8.185490548801617194e+01,1.529282755258319924e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.749999999999998446e-01,8.223733138071266069e+01,1.530083731162955303e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.774999999999997913e-01,8.261995753317671642e+01,1.530884603047238670e+02,0.000000000000000000e+00,0.000000000000000000e+00
